9.166666666666666297e-01,1.389130203637087391e+01,9.277244934203010538e-06,2.406396794210107284e-02,3.928587665812308241e-05,7.990237273617770947e-06,2.563610028624692741e-02,6.416752202207373079e-01
1.833333333333333259e+00,1.372049865009715752e+01,8.031330681699142153e-06,1.069187007103731581e-02,2.671835145811176659e-05,7.661826514156576051e-06,3.024879172652064283e-02,5.986745704693595682e-01
2.750000000000000000e+00,1.336743633587220081e+01,7.081874377234152545e-06,6.168295547036388264e-03,1.763175973569802932e-05,7.472662402318796339e-06,4.758290804149125502e-02,5.636030921305091868e-01
3.666666666666666519e+00,1.306308790824868993e+01,7.634510201622637373e-06,7.779447708599659082e-03,1.207559393976985404e-05,7.642110440949090921e-06,3.960453245291377378e-02,5.666433044464261881e-01
4.583333333333333037e+00,1.322669994517611514e+01,1.070858149493488578e-05,1.844172400270586987e-02,2.429185885786123221e-05,7.539151086514041826e-06,2.247614880020992398e-02,5.988382670715063361e-01
5.500000000000000000e+00,1.376297350029038746e+01,1.641249220971425544e-05,4.684939027582638721e-02,5.692856149453908414e-05,8.136561010660872860e-06,9.002260039342848200e-03,6.752962260480853685e-01
6.416666666666666963e+00,1.478611512855134968e+01,1.758813454648073266e-05,8.190220644136822492e-02,8.587181876685846251e-05,9.450756370176629370e-06,9.323858234154979233e-03,7.280995318409688721e-01
7.333333333333333037e+00,1.541885461034286031e+01,1.591441641232913866e-05,9.734425306411038925e-02,9.638840751144483554e-05,1.025386873824054813e-05,1.110682781162239570e-02,7.546152037919826583e-01
8.250000000000000000e+00,1.533444372624782837e+01,1.499628499319652772e-05,9.372554456588767791e-02,1.026917437496390617e-04,8.734653158093867457e-06,7.272631552546249094e-03,7.669923788820095512e-01
9.166666666666666075e+00,1.459431532831083977e+01,1.476603340043079311e-05,9.158308227637231014e-02,1.117775558709873258e-04,6.060957470260452638e-06,3.788720782572411582e-03,7.680157466280604917e-01
1.008333333333333393e+01,1.346272818628752077e+01,1.473312012693870137e-05,9.217394976054225919e-02,1.212603404945141361e-04,3.946197766821645843e-06,1.761644608972957925e-03,7.719514054892909760e-01
1.100000000000000000e+01,1.216184812054394193e+01,1.469661957984043372e-05,9.635352111499617678e-02,1.266916015057973027e-04,2.743267336919674649e-06,9.275381451173437012e-04,7.798340060027445508e-01
1.191666666666666607e+01,1.126501810179223106e+01,1.494875242875198795e-05,1.042058236294710477e-01,1.365947322759484563e-04,1.577673834138317624e-06,5.757141607402289181e-04,7.862806110451082686e-01
1.283333333333333393e+01,1.073068264739023014e+01,1.534306388938631678e-05,1.100662676527998096e-01,1.455673050424331099e-04,1.168313509324717155e-06,5.429095036869496273e-04,7.879329957996175082e-01
1.375000000000000000e+01,1.058498746737847895e+01,1.630927017760797017e-05,1.147824609452305217e-01,1.519183488698901618e-04,1.239570747534444370e-06,4.402681127489308042e-04,7.866478519014225013e-01
1.466666666666666607e+01,1.099487041826860967e+01,1.668034240454104004e-05,1.167435933708304563e-01,1.571592519512634320e-04,1.347761338948100259e-06,8.927406418031109221e-04,7.763424835889017883e-01
1.558333333333333393e+01,1.166458824718822029e+01,1.683829223017495484e-05,1.115564754731875885e-01,1.534526321546850918e-04,2.530418175640797703e-06,7.787836810575084721e-04,7.693023697332471711e-01
1.650000000000000000e+01,1.254550066425060351e+01,1.704937192427508495e-05,1.004771540789543144e-01,1.404194660803282204e-04,4.074386865206705269e-06,2.787363773478502009e-04,7.779463143597832309e-01
1.741666666666666785e+01,1.366033458780179366e+01,1.625233468561962128e-05,8.602851598453681303e-02,1.379892897188317530e-04,4.778321419859527041e-06,7.206661409850137175e-04,7.617158326900207443e-01
1.833333333333333215e+01,1.469094556310532163e+01,1.468978574980203710e-05,7.180946875656081529e-02,1.402197058429191544e-04,5.448972505651722763e-06,2.543454559981267200e-03,7.372801213372662810e-01
1.925000000000000000e+01,1.528390197718899657e+01,1.415513001053752671e-05,6.016618129957212319e-02,1.364787217275038411e-04,6.289326351728685135e-06,4.645215225743719138e-03,7.277472126148047948e-01
2.016666666666666785e+01,1.534624020866246674e+01,1.381233864096041621e-05,5.597761284217462469e-02,1.185312909998008016e-04,7.269395248719842412e-06,4.748826259854147143e-03,7.314713153342143892e-01
2.108333333333333215e+01,1.489493778993149498e+01,1.276145474478884419e-05,5.003868289748106268e-02,9.237024020484873980e-05,8.330034510633532266e-06,6.460657207902887472e-03,7.305529371753524126e-01
2.200000000000000000e+01,1.448656255880816524e+01,1.165092621229240966e-05,4.102909483623419507e-02,6.908686220792030366e-05,8.707867949096688578e-06,8.739889757423161334e-03,7.167584637452858454e-01
